data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2001,01,03,08,23,56,9289,20,0,4,0,2,-8.76,200.69,14.33,248.44,0.2643
s,2001,01,03,08,23,56,9289,21,0,2,0,1,-7.06,200.58,14.22,254.61,0.2541
s,2001,01,03,08,23,56,9289,22,0,2,0,1,-6.28,200.23,13.88,257.35,0.2455
s,2001,01,03,08,23,56,9289,23,0,6,0,3,-8.59,199.50,13.14,247.44,0.2446
s,2001,01,03,08,23,56,9289,24,0,1,0,0,-6.98,199.43,13.07,253.75,0.2349
s,2001,01,03,08,23,56,9289,25,0,19,0,10,-7.73,199.32,12.96,250.55,0.2368
s,2001,01,03,08,23,56,9289,26,0,3,0,2,-7.30,199.03,12.68,251.96,0.2300
s,2001,01,03,08,23,56,9289,27,0,1,0,1,-8.62,198.74,12.38,246.12,0.2329
s,2001,01,03,08,23,56,9289,28,0,21,0,11,-7.09,198.47,12.11,252.13,0.2198
s,2001,01,03,08,23,56,9289,29,0,8,0,4,-8.93,198.33,11.97,244.21,0.2286
s,2001,01,03,08,23,56,9289,30,0,0,0,0,-6.27,198.13,11.78,255.43,0.2106
s,2001,01,03,08,23,56,9289,31,0,5,0,3,-8.57,198.10,11.75,245.26,0.2226
s,2001,01,03,08,23,56,9289,32,1,-28,1,-28,-6.73,198.06,11.71,253.20,0.2115
s,2001,01,03,08,23,56,9289,33,5,46,3,23,-6.81,197.43,11.08,251.98,0.2015
s,2001,01,03,08,23,56,9289,34,0,2,0,1,-7.05,196.59,10.24,249.44,0.1892
s,2001,01,03,08,23,56,9289,35,0,1,0,0,-9.95,195.74,9.38,234.10,0.1992
s,2001,01,03,08,23,56,9289,36,0,4,0,2,-7.09,195.02,8.66,246.01,0.1643
s,2001,01,03,08,23,56,9290,1,0,12,0,11,28.10,237.41,51.06,306.21,0.8524
s,2001,01,03,08,23,56,9290,2,0,3,0,3,30.05,232.59,46.24,310.53,0.8247
s,2001,01,03,08,23,56,9291,1,35,179,20,102,-12.45,215.08,28.73,250.55,0.4998
s,2001,01,03,08,23,56,9291,2,0,12,0,7,-11.68,213.04,26.69,250.99,0.4671
s,2001,01,03,08,23,56,9291,3,0,-2,0,-2,-11.98,212.97,26.61,250.34,0.4673
s,2001,01,03,08,23,56,9291,4,0,5,0,3,-12.75,212.55,26.19,248.49,0.4647
s,2001,01,03,08,23,56,9291,5,0,2,0,1,-13.24,210.49,24.14,245.98,0.4376
s,2001,01,03,08,23,56,9291,6,0,1,0,1,-12.28,209.84,23.48,247.59,0.4230
s,2001,01,03,08,23,56,9291,7,0,1,0,1,-13.53,209.55,23.20,244.60,0.4257
s,2001,01,03,08,23,56,9291,8,1,9,0,5,-12.66,209.24,22.88,246.25,0.4163
s,2001,01,03,08,23,56,9291,9,1,15,0,8,-13.06,208.17,21.81,244.40,0.4030
s,2001,01,03,08,23,56,9291,10,0,-9,0,-9,-12.82,208.14,21.79,244.95,0.4013
s,2001,01,03,08,23,56,9292a,1,0,3,0,2,22.77,158.74,-27.62,44.59,0.6112
s,2001,01,03,08,23,56,9292a,2,0,1,0,0,23.76,154.34,-32.02,47.35,0.6622
s,2001,01,03,08,23,56,9292a,3,0,3,0,2,25.04,153.09,-33.27,46.83,0.6839
s,2001,01,03,08,23,56,9293,1,10,60,6,33,13.38,168.69,-17.66,46.05,0.4118
s,2001,01,03,08,23,56,9293,2,2,-1,1,-1,12.94,168.34,-18.01,47.40,0.4112
s,2001,01,03,08,23,56,9293,3,2,-1,1,-1,12.83,168.13,-18.22,47.93,0.4125
s,2001,01,03,08,23,56,9293,4,2,-1,1,-1,12.65,168.17,-18.19,48.22,0.4102
s,2001,01,03,08,23,56,9293,5,0,3,0,2,14.17,165.43,-20.93,49.41,0.4579
s,2001,01,03,08,23,56,9293,6,0,2,0,1,11.67,165.29,-21.07,54.10,0.4365
s,2001,01,03,08,23,56,9293,7,2,8,1,5,13.12,163.62,-22.74,53.50,0.4703
s,2001,01,03,08,23,56,9293,8,0,3,0,2,12.46,163.24,-23.12,55.12,0.4693
s,2001,01,03,08,23,56,9293,9,2,21,1,12,13.12,163.07,-23.29,54.13,0.4771
